11.00	500.00
11.00	421.85
29.00	500.00
47.00	500.00
65.00	500.00
65.00	432.51
83.00	500.00
83.00	500.00
101.00	500.00
118.00	500.00
136.00	500.00
136.00	500.00
154.00	500.00
172.00	450.27
172.00	500.00
190.00	500.00
208.00	482.24
208.00	468.03
226.00	500.00
244.00	500.00
262.00	500.00
279.00	500.00
297.00	500.00
315.00	500.00
315.00	500.00
333.00	500.00
333.00	500.00
351.00	500.00
9.00	500.00
27.00	500.00
27.00	500.00
45.00	500.00
45.00	500.00
62.00	500.00
62.00	500.00
80.00	500.00
98.00	500.00
116.00	500.00
134.00	500.00
152.00	500.00
170.00	414.75
170.00	500.00
188.00	500.00
205.00	500.00
223.00	500.00
223.00	500.00
241.00	500.00
259.00	500.00
259.00	500.00
277.00	500.00
277.00	500.00
295.00	500.00
295.00	500.00
313.00	500.00
313.00	500.00
331.00	500.00
348.00	500.00
16.00	500.00
16.00	500.00
34.00	500.00
52.00	500.00
70.00	500.00
88.00	500.00
106.00	500.00
124.00	500.00
141.00	500.00
159.00	500.00
159.00	500.00
177.00	500.00
177.00	436.06
195.00	500.00
213.00	500.00
231.00	500.00
231.00	471.58
249.00	500.00
267.00	500.00
267.00	500.00
284.00	500.00
302.00	500.00
320.00	500.00
338.00	500.00
356.00	500.00
14.00	500.00
32.00	500.00
50.00	500.00
67.00	500.00
67.00	500.00
85.00	500.00
103.00	500.00
121.00	500.00
121.00	443.16
139.00	500.00
139.00	500.00
157.00	500.00
157.00	500.00
175.00	500.00
193.00	500.00
210.00	500.00
210.00	500.00
228.00	411.19
228.00	500.00
246.00	500.00
264.00	443.16
264.00	475.14
282.00	500.00
300.00	500.00
300.00	460.93
318.00	500.00
336.00	500.00
354.00	500.00
